baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000527	857.840729047917	0.308702592353825	0.253828935107057	3.11891921209951	0.538125507221861	0.724918849158384
FBgn0000529	85.1194992768245	-0.161810485707644	0.192490554679065	7.44421703860394	0.114194390918917	0.319938008218397
FBgn0000533	570.538346809537	0.179773462526568	0.0885341351396468	9.65194171325572	0.0467170913063284	0.198927944717792
FBgn0000535	2203.03323245931	-0.142279905886133	0.110086059420576	6.21716529709909	0.183506620359511	0.412716775418686
FBgn0000536	4740.96364022695	0.0249047173399154	0.147504124937224	5.45101206149536	0.244069235726445	0.481152876110926
FBgn0000541	3819.61550610041	-0.0680556271401864	0.0821691985791159	6.04963188232864	0.195472268202969	0.42592279062917
FBgn0000542	263.24697608757	0.0974070211733242	0.104653904566274	5.21181499428485	0.266246149196613	0.505011352575372
FBgn0000543	585.181776942907	0.169051466755645	0.0806179735680276	12.420755919303	0.0144818869231777	0.0979591314935399
FBgn0000546	1487.90533488966	-0.0415585056587038	0.0712289043159245	1.93816813319199	0.747130378616249	0.855610788964896
FBgn0000547	2440.98097663655	0.109620895657586	0.0643836267214811	3.95088957569828	0.412693021598107	0.632888012590198
FBgn0000557	15831.8214232358	0.166914177196865	0.0556232099938652	12.6479640616311	0.0131303641419024	0.0925140119658617
FBgn0000559	85901.989129296	-0.0581932639578277	0.092748115923136	6.40088299252557	0.171143677093994	0.397308625877597
FBgn0000562	1971.83286764753	0.0533236734526322	0.0545305369734205	4.33393579387609	0.362694910091919	0.592110760586102
FBgn0000564	55.1675138475065	3.70298168522245	1.46824357810343	14.328441973852	0.00631732339561535	0.0580007819780564
FBgn0000565	1703.11767714913	-0.229627850206771	0.17448159912559	28.2139855283049	1.12872698350631e-05	0.000573088995623151
FBgn0000566	760.563180409597	-0.138964825249977	0.102704578535578	33.2001386213371	1.08691573826423e-06	9.80724070635816e-05
FBgn0000567	698.703598754905	-0.151886534232379	0.119332535783159	7.91016616621687	0.094924907441209	0.291230003346491
FBgn0000568	3878.35977180609	-0.117703029442979	0.116617402420411	17.3573738766071	0.00164706445611417	0.0235896231547907
FBgn0000575	3046.30140530476	-0.022583604556706	0.0792879707145365	14.23181758808	0.00659078636921454	0.0590931009591647
FBgn0000576	71.2553149152985	0.0870009906410616	0.198687409029724	3.74096790557167	0.442195444475971	0.655483735092276
FBgn0000577	56.0252847465924	-0.17689554435112	0.212461608780363	2.12764368556543	0.712295578502438	0.832302901428062
FBgn0000578	938.397676561027	-0.0303214899555672	0.0798403661252768	6.48876862584655	0.16549942775253	0.390201551244077
FBgn0000579	21629.7457806929	-0.180174085341171	0.0931244795278666	14.1692147485378	0.00677412247451901	0.060279001072569
FBgn0000581	2714.93354091264	0.0018212688722746	0.0695378239757844	1.11672096954032	0.891610244545475	0.937864215030755
FBgn0000588	195.292940986319	0.293083090844506	0.166481978050481	4.53808517567757	0.338055420016618	0.569505984841289
FBgn0000592	7709.24547277112	0.0295465037365433	0.153850397885505	3.2522849634305	0.516527654767445	0.708729201502899
FBgn0000594	18.8881479215547	-0.5397739622972	0.353994370635932	5.09135920332665	0.278051271357095	0.515801114608361
FBgn0000611	2452.33826310761	-0.0635990282742591	0.0599331540843336	12.0096346897593	0.0172797628372898	0.109107977663307
FBgn0000615	41.2284620922705	-0.403577613541949	0.309486622840692	7.9034380443502	0.0951801156071252	0.291814537248756
