	A_V_0_5	A_V_1	A_V_2	A_V_3	A_V_4	A_V_5	A_V_6	A_V_8	A_V_12	A_V_24	B_V_0_5	B_V_1	B_V_2	B_V_3	B_V_4	B_V_5	B_V_6	B_V_8	B_V_12	B_V_24	C_V_0_5	C_V_1	C_V_2	C_V_3	C_V_4	C_V_5	C_V_8	C_V_12	C_V_24
FBgn0000565	6.17461805763712	6.2783582402284	6.06776889773094	6.32757468964784	6.11732929097882	6.32436185092593	6.15595587982208	6.28148395662635	6.59472064356832	6.20016535723266	6.70326518733139	6.20730315627816	6.00829286520939	6.39750899697751	6.11925873999599	6.33277485455267	6.39234343156032	6.4558945188545	6.37557710935534	6.52721746943991	6.97321005869031	6.74619208147668	6.14011962644344	6.16665756885752	6.18182009865549	6.14008669256278	6.38811755329809	6.44587432786738	6.65324044157502
FBgn0000566	5.39856587508717	5.2001756820147	4.98626432573269	5.06250933478681	5.18582434445514	5.11139344065049	5.37210979040341	5.45970505050066	5.37261239955197	5.25033054069592	5.24719676286501	5.20208904672344	5.05702728260921	4.87189097458199	5.11711227968487	5.24009928942495	5.24641891299334	5.36003273329688	5.4253099451993	5.50420696398303	5.47326632559516	5.4231174578988	5.13535000032122	5.04767397741092	5.07896864153963	4.92740272701652	5.22964044828469	5.28240791079738	5.48147224233795
FBgn0000639	-1.29131851229205	-0.964464854082488	-1.43592705586196	-1.68829731972891	-0.367359399288207	-0.707904644115529	-0.508350194751113	0.291757788055615	-0.0487873033673904	-1.15900353394042	-0.535192347126445	-1.74624850512725	-0.37970702915012	-0.86953704612146	-1.32833905473535	0.375214537998191	-0.654401052783094	-1.48392258260358	-0.978302923098365	-2.14257966124609	1.22629542568327	0.56754681309469	-0.47613461474035	0.449904149475413	0.299299421529677	-0.700161984994227	-2.04814299103459	-1.97271352298053	-1.52702993577195
FBgn0000658	0.76509644303072	0.932441222228084	1.0201334142129	1.24062733169504	1.15791860218067	1.41525188067921	1.56161133711106	1.71540726763455	1.16137614698486	1.43389314260762	1.31632354794546	1.03895646122711	1.40899168027584	1.1104126332455	1.26575355169285	1.38373831792315	1.38619410633091	1.63194651135791	1.32358431139981	1.20598241951823	1.32389261199741	0.843124667981015	1.00466292422718	1.19117951459988	1.14284275125864	1.30780955074551	1.39315236550278	1.54235166673101	0.804360483822152
FBgn0000659	4.43847323428616	4.4073737905116	4.67114695661854	4.39200077836012	4.42447673840832	4.52741393981506	4.35900399428535	3.98358825521268	4.4499159665879	4.45517941285421	4.3972113816783	4.55141825722171	4.52848778730015	4.6819222603958	4.55278840887588	4.22270899704138	4.4540471900109	4.46499066072152	4.38334623000222	4.55496948894856	4.41883034122087	4.28163633806858	4.40654439927788	4.56855796143178	4.55834257503039	4.45311546082166	4.38047280367636	4.55274624905184	4.46188139126988
FBgn0000964	4.39664422774369	4.4813723688904	4.43653877650078	4.45221103291031	4.04271846846123	4.18437654277981	3.8603492813963	4.22970612504438	4.1273200224925	3.79402122618736	3.9157110035734	4.4515382044716	4.10399346915104	4.12915948246044	3.69349914930013	4.19343985400099	4.27036537969578	4.09749849703768	4.00085501600644	4.2026245804217	4.72903032234152	4.69348260202709	3.87914356136654	3.39785629878243	4.36295653675981	4.50656561048079	4.40387912912821	4.0546372123295	4.26218131076007
FBgn0001125	8.30735501110079	7.99282677119215	7.84275706528632	8.07965767895052	8.05755345145407	8.08258766904359	8.02973143062671	8.22715521217686	8.22216055905306	7.7900721518649	7.96034329752207	8.16464631712216	7.85019313612202	7.8407734967915	7.90327249742291	8.51356152554971	8.29778261474633	7.97954282872254	8.14632875826376	8.21265388097154	8.46926272520516	8.57780229906746	8.22799041252461	8.52782485171371	7.92027668247688	8.19460509867414	8.10976357815382	8.3421657099032	8.25814958501239
FBgn0001142	8.30500147777535	8.19237317752641	7.93418222584923	8.13283771096326	8.08433844787771	8.17677458575347	7.91231323449026	8.2568805780693	8.01209471062349	7.79756171367488	8.32904683057419	8.19831669668685	8.43216281705457	8.24714181244145	8.30144058748439	8.28638134269159	8.15460199502552	7.98102057275017	7.9522658385914	8.05638641976752	8.64812530677129	8.51988734127171	8.41895628814934	8.56826870382352	8.22072254295226	8.41022380772652	8.2818342545582	8.04173037587371	8.28798371260434
FBgn0001145	10.2319455389858	10.4500017110552	10.245741904915	10.2832657811851	10.3004387582226	10.4304900809289	10.3817075457283	10.3888524564669	10.1809443366609	10.4548565144303	10.3814310650206	10.5442036522179	10.3145170219937	10.5069275977973	10.3248277068131	10.2601345264156	10.2978657356841	10.4055195410069	10.2118502511268	10.1482214238857	10.4650576356918	10.5831355562615	10.4321383124341	10.3450045395548	10.1992419550941	10.1041897784566	10.2462678368857	10.2804256553987	10.2485308168338
FBgn0001168	5.1960255622694	5.49630348492113	5.6381329318763	5.6254175071641	5.79267138673555	5.91053149408463	5.54275888333622	6.03187749513448	6.00651101980824	5.32253210797448	5.12227251810235	5.47054262089295	5.55282796585762	5.66645853188475	5.68814982027187	5.52297434862484	5.53965967479252	5.78100438054553	5.62845431032253	5.46139091770559	5.51001982191905	5.39344682475015	5.52906637694306	5.30367907911296	5.63515756956879	5.78877089301529	6.22686054220119	5.59657633072649	5.40014340786634
FBgn0001216	4.30162667675369	4.50817172777515	4.40864614179551	4.3442001276824	4.41395646663686	4.32413241870886	4.28812147670808	4.43989269859006	4.22514930849315	4.33858743235918	4.49506363018015	4.23310549783707	4.4390393959031	4.38465338805111	4.20593497008452	4.36075940036167	4.17535748302915	4.17804328448398	4.36912960723063	4.03280979444761	4.42983316186512	4.35823639034609	4.32023349257818	4.54748721114337	4.32271810835209	4.3101263092135	4.46873489913856	4.12156543426124	3.88660837764976
FBgn0001230	3.10747707078083	3.12143586333018	2.98640828780851	2.85956402333529	3.1090300969778	3.28633564160747	3.00209948007909	2.95540960566656	3.58523265126989	3.17996145915039	3.32376481783237	3.27929019978364	3.00697847330021	3.4442380690234	2.93942754797791	3.23594741432943	3.39616689199709	3.06625589186207	3.64147060917511	3.18370900892838	3.31924553884654	3.20443242797358	3.00943169526032	3.03376469351747	3.13654630001521	3.22463875242762	3.38709270271933	3.22493988370359	3.23923981634474
FBgn0001248	9.64738291902693	9.8024365761467	9.45097794401124	9.68027294601089	9.55088097791758	9.44831218116419	9.42546776422438	9.50410952442959	9.02766373425089	9.50245497040087	9.73418348646613	9.74069651962668	9.41069567929943	9.47898878424435	9.30373934663129	9.82492831037309	9.79898892481171	9.21716159402178	8.95302245207169	9.85687751570622	10.1987421478968	10.3476665696482	10.133474946694	9.79602830770924	9.68959208475954	9.86239845434787	9.56827575933306	9.05134618328555	9.81161443766667
FBgn0001257	5.84205754877229	6.00072174564764	6.0142744077979	6.27853125960491	6.54851266307257	6.22976681813535	5.89822102286577	6.2337707320765	6.09789497458271	5.48139145425905	6.01486606525607	6.2613992385045	6.11148508232532	5.86248440787732	6.07378877136104	6.00937900332447	5.9092589117639	6.13224608715274	5.86465204435486	5.94065887978491	6.23702281455488	6.44522943377395	6.18521309106949	5.7365025133536	6.03445813609119	5.97568864846051	6.38139548312712	5.78765193068126	5.79630036197736
FBgn0001259	1.47707876857672	1.8600801252339	2.24677263562978	1.87925821646925	1.86215378494341	1.98234450771946	2.10785122257022	2.09907613929569	1.32161456868989	2.03709790281844	1.81517191151679	2.28627570162143	1.99546985996782	2.09458203854162	1.81064603476398	1.80089891653702	2.00151751375476	1.93491504998715	1.46397745219767	1.69580098006016	1.82395465131616	1.87401429904192	2.02778693889744	1.9593697608692	1.96573321055445	1.87345231670278	1.82831015783997	1.52163326084927	2.10273979864096
FBgn0001297	7.807978210125	7.79694058941082	7.88554455818073	7.77965872527826	7.80489615989291	7.63258308850446	7.48204536495331	7.87022470282387	7.63020746989244	8.04196656394045	7.47688646289566	7.81555411443565	7.93049759874011	7.9020596679359	7.88103663385791	7.74294248461804	7.80871128145178	7.71336531104304	7.45473896353749	7.77949556155154	7.63508466473555	7.5349508214556	7.7040562155557	7.77384815810466	7.91659470465854	7.84473131671298	7.79865879140034	7.80399000506111	7.70047483655538
FBgn0001311	1.04330063296289	1.0342904654063	0.56098302568961	0.501417259396633	0.775091192035267	1.03605079120512	1.10794278193915	1.11485776558431	0.348561315543976	0.722392375629364	1.1169205863205	1.28165023295909	1.34739332090798	1.21773127427473	1.38137078195825	1.6366362283745	1.05598747881638	1.00930262968191	0.661718758056145	0.908045299679131	0.704926447463385	0.62703467839761	0.290110913183305	0.773988739166665	1.10882806931181	0.931512406934951	0.959896073651082	0.460565954070399	0.674856402399774
FBgn0001330	2.5814216405049	2.90547405678785	2.77934168156453	2.90081753834802	3.100307932746	2.99246260031327	3.43598321096318	3.53378678725465	3.39414790331264	3.09794049850599	2.93241091860921	2.90937949519973	2.72155875616642	2.81760400580767	3.24439080473726	2.99711965496382	3.26588597928814	3.47479438909305	3.39012456569039	3.18939308638663	2.59726195811533	2.7082460154042	2.75806824484349	2.83941844735498	2.83747133738375	2.7689264535055	3.17802546492426	3.1185839001894	2.96230736532999
FBgn0001341	2.84256168563687	3.09024337692973	3.22545013898108	2.93100153060385	3.40656805084638	3.35313306052042	3.54423346538968	3.63975877266443	3.70148867197951	3.08947598236853	3.01505334565726	2.8096296356902	3.13097377810526	3.17802951093747	3.23673477553037	3.0306062648485	3.38143646095146	3.65148294515312	3.7386696713777	3.35026750372394	3.03212714509257	2.86471073751789	2.85054940650015	3.15015709440544	3.01325119807658	2.95346651488925	3.49689645088143	3.42227554300691	3.08633959171924
FBgn0001970	3.8990172941682	3.87370972681103	3.95236726791265	3.72881488331609	3.98228867745929	3.89660569665195	3.82739948738936	3.99960052947153	4.00279972560752	4.06403595303999	3.74634898214805	4.10220522040759	3.94152752962414	3.98975212454283	3.87706915956018	4.13818706994306	4.10536972859764	3.91163304888949	3.81407369828342	3.9681496044031	3.8206703665246	3.90278503889618	3.79436835265865	3.93542490714875	3.9951366229947	3.8949785724243	3.85812767868028	3.8579352143504	4.03912670985583
FBgn0001986	4.57287735997843	4.54314697121975	4.51712005521708	4.52986747025137	4.75968631589284	4.42762971292924	4.82261638804761	4.9460692480144	4.86634317388024	4.57219123907264	4.6210287716992	4.47614759352722	4.44640293523647	4.48831648514629	4.61020892682321	4.59143204646284	4.74330980550546	4.76312820510623	4.65641284748071	4.68135986308237	4.39656971273845	4.54331624449842	4.602117951856	4.11801741515228	4.46058719147004	4.47339203484628	4.74755430001827	4.72574988827121	4.57812781683211
FBgn0002174	5.95083488193654	5.95275229572021	5.86489935104902	6.0974235715355	5.95869514806231	5.58580297384992	5.55574964596063	6.08911962807543	6.26740216422454	6.11931760539788	5.51602671052162	5.7244469964439	5.71860632191235	5.97128367702729	6.09511598220102	6.07102714615539	6.08091137970591	5.87810290695847	5.73761425365005	6.01616203626358	5.72923322718002	5.67993094203401	5.36238261981783	5.85128471397547	5.90541389766803	5.97805583389573	6.16655876241749	6.34776821125314	5.87826198621151
FBgn0002522	1.76701051588986	2.3025365026306	2.13015470535567	2.14265271668862	2.19269858616155	2.03754421845599	2.04372504706606	2.09907613929569	1.91434061551791	2.50001061681669	1.84129281882018	2.02231738768298	2.21829504012628	1.93598883049498	1.74739634091189	2.26206529551869	1.79471459069379	1.70243798223229	1.61619168751626	2.10958502972285	1.97180736111858	2.12159791768994	1.96711108472319	1.77829208241948	2.25725677817507	2.15028219426685	1.88643787426518	1.9821949463789	2.01626586924563
FBgn0002526	6.22727284439962	6.30662187997011	5.97888242990563	5.99875070559892	6.09005442477549	6.03894290386438	6.12626789368194	6.28475463187915	6.07089444348628	6.50629405454937	6.13323878637213	6.20362359551166	5.82412537424748	6.06408569260769	6.07593573599985	5.95518711912133	5.89377201918046	6.04677096023912	5.95784686441407	6.06876327322993	6.33001062943146	6.14553137944257	5.87292047330584	5.90611340133926	6.1116309597016	5.86493326561217	5.9564895092246	5.92415580600033	6.04369317907847
FBgn0002563	4.57287735997843	6.07629349829522	4.80555868117649	4.98789812087298	4.95374798928014	5.8150312450521	4.99147787239332	6.18792339786071	5.55299157874031	4.08121412187409	6.23895161601598	5.98669625434806	4.46101821319477	4.85536658831905	3.65954376247993	6.82624768071361	6.25262314251657	5.41704177871218	5.44577595703017	4.66309287094453	9.86943904680556	9.89679403493678	6.79590107664875	8.40605491842996	5.99426635412405	7.10590791301817	6.12892889727323	5.60644825175385	4.45532282399892
FBgn0002570	2.7008068915115	2.74449557460042	2.77934168156453	2.70511221236817	2.44776188834163	2.14198501320161	2.59549025964974	2.82968042575642	2.93037423042371	2.67992022157216	2.75140594059021	2.44429463004385	2.70936851996224	2.67422883582616	2.89147379489179	2.50378448858262	2.7509045518363	2.50739033565392	2.88033408149891	2.86649138012597	2.63578291052798	2.07962891825409	2.48266444948583	2.87368242761252	2.37641293016977	2.678666549182	2.72623900117168	2.87899829343485	2.67678956901204
FBgn0002592	0.242597801827469	0.860314279076681	0.56098302568961	-0.169314460981501	0.637176059957334	0.520196306276245	0.538665736577664	1.29865148003385	0.534516745308884	0.136133632226387	0.885468128080205	0.634906011770394	0.728187533805306	0.777748204694512	0.679880636114269	1.0768826670946	0.940143007667088	0.529957234182566	0.614290297290681	0.458717156240939	0.704926447463385	0.22659665879717	0.532725989137217	0.509229395443659	0.573192797100806	0.243525854223593	0.637681639336698	0.969012731479899	0.133115142960707
FBgn0002609	0.304227601379844	1.15978675769807	0.419070679969461	0.604897980555348	0.90096499137536	1.07174758692343	1.10794278193915	1.3327587390919	0.948724303088529	0.432309794355836	0.609653317437766	1.12447169558156	0.821752671243984	1.14707972509343	0.96577314975002	0.569995286864799	0.857399943293987	0.852805919505891	1.91911389828879	0.213002970156114	0.552189521673112	1.27368965368182	0.640272015826159	0.867636763969647	0.52241678207724	1.07994657010081	0.885835214945313	1.16877686194012	0.762470958212457
FBgn0002622	10.2208145432698	10.1068612929251	10.1155007233073	10.2594270575804	10.3136455676284	10.1854722311365	10.2667537627764	10.4404765161809	10.1894097104667	10.2028586371305	10.5256406073202	10.4717359919748	10.2159728394592	10.2187226319581	10.2665120577923	10.3623010763102	10.3773290463757	10.0782705099241	10.1286517612685	10.444380480871	10.3295853862796	10.4610661110264	10.2221518150908	10.0962080490488	10.2333112815225	10.2403263611728	10.2445904503319	10.2223790602578	10.4254659590084
FBgn0002719	10.1625993374878	10.5769077099689	10.4728419870555	10.7625705313402	10.5231634127354	10.3138170880013	10.1710964575024	10.122633156008	10.0681227599201	9.93502103355238	10.4973643131907	10.7369491126542	10.5611548875866	10.5337325441591	10.0089651719257	10.4048867181561	10.400630023782	9.73369300016236	9.93722985257306	10.2604807322863	11.1357456989452	11.2825785378059	11.0071711838375	10.495901650583	10.3384726848645	11.0208656620157	10.2756223105066	9.88356565922701	10.1624414401785
FBgn0002733	2.23093643656713	2.51710673617464	2.52599998534997	2.3504893861746	2.73374831358679	2.6349850477146	2.59549025964974	2.76869560507225	2.77290571374819	2.44798824326453	2.60662873960197	2.66013622020881	2.34976530909407	2.62308579291555	2.63610257057242	2.45528816367364	2.52828527244698	2.34059728534836	2.39659466250204	2.51465434366241	2.51698997136118	2.46912809808408	2.19585829799844	2.45797443765998	2.37641293016977	2.55727037337452	2.68316007779382	2.74241863841006	2.11942955879263
FBgn0002780	6.50581600987462	6.35170943904482	6.249095984072	6.22370326857831	6.44294749029368	6.27449254933552	6.44838836543525	6.7348101131878	6.21903195023871	6.75803110884737	6.65989251304022	6.28828432347534	6.2950039355664	6.15578269523528	6.21393265733637	6.05484349882066	6.19060136659449	6.55367711933138	6.34048471755021	6.88687779246425	6.4118275094352	6.2485586405614	6.2481924478822	5.74886207766377	6.01622356873972	5.90031032211871	6.34471774636057	6.06594649158149	6.45874628306988
FBgn0002891	3.32379074306413	3.30923909955325	3.38027663305672	3.33631007848514	3.4276392917611	3.31640582612489	3.47905086027369	3.2601583963251	3.70633683166588	2.95616084158204	2.8447452502182	3.35200782096885	3.1759634865002	3.22165888504599	3.3616645265829	3.44907656490338	3.51565118674084	3.46130554483035	3.47886192390124	2.76356278186676	3.14325591677465	3.3615473649117	3.02935299179551	3.37411705227652	3.34083934035482	3.3172935356797	3.44626333042867	3.5505355713679	2.9152923912192
FBgn0002899	1.45006759652445	0.275585894200586	0.26166066496183	0.26911476303374	0.373235702221936	0.757882773132659	0.391853458590791	1.03424096852028	1.39551898293083	-0.236979856694243	0.482645828837413	-0.0171334159938339	0.342637612758269	0.280070349789381	0.486845204434044	0.569995286864799	0.0138668968452169	1.33928413122806	1.51652028345116	0.341084887885152	0.440570874537688	0.22659665879717	0.222498956871776	-0.688435880950761	-0.200291809092718	0.364263314778817	0.281136858412963	1.08652583836251	-0.157226101366135
FBgn0002930	7.78957799891238	7.75062081099498	7.67987278403182	7.88909199764855	8.59994185172296	7.99146208020149	8.15358004688044	8.25771301409497	8.02306568737491	7.53932236925887	7.53455636512347	7.75608695539607	7.73915763529227	7.81963394447073	8.0540981032257	8.60855465031149	8.26153883324062	7.92623089289386	7.8672581085358	7.77406817587475	7.90392647295936	8.05662755796887	7.9709687894718	8.26123680699783	8.1869879796327	8.17126254965584	8.19201435753235	8.23408738405869	7.92088792988315
FBgn0002941	1.9707955727195	2.0824390929188	2.31514477292431	1.91996022293947	1.99983341080448	1.92494845807668	1.65041262159419	1.22791824875824	1.91434061551791	2.1390485421762	1.5872023496427	1.88202859268691	2.26901063329924	2.35182296866684	2.17349334980383	1.74819575094908	1.94252848750176	2.15196903686555	1.43697056304259	1.88981573751486	1.82395465131616	2.29667196058244	1.94630515542184	2.12023333392182	2.11027540238098	2.16697792137415	2.06484517585305	2.24488888052265	1.72057863189412
